City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
258,saint-laurent-blangy,50.2945,2.807,9.150000000000034,93,32,6.11,FR,1699064295
259,panadura,6.7132,79.9026,25.810000000000002,85,98,2.1,LK,1699064295
260,port augusta,-32.5,137.7667,24.910000000000025,24,0,4.94,AU,1699064296
261,puerto carreno,6.189,-67.4859,24.0,90,100,3.32,CO,1699064297
262,topolobampo,25.6,-109.05,26.950000000000045,65,0,4.12,MX,1699064298
263,mount isa,-20.7333,139.5,36.870000000000005,9,0,4.63,AU,1699064298
264,taiynsha,53.8478,69.7639,6.900000000000034,89,99,6.6,KZ,1699064299
265,chinde,26.8418,88.0763,15.680000000000007,76,24,0.41,NP,1699064301
266,caleta de carquin,-11.0925,-77.6267,18.890000000000043,81,93,4.66,PE,1699064302
267,brattleboro,42.8509,-72.5579,9.629999999999995,79,100,2.83,US,1699064043
268,'ain el hadjar,34.7585,0.1453,11.220000000000027,82,99,7.11,DZ,1699064303
269,nemuro,43.3236,145.575,9.170000000000016,90,100,4.2,JP,1699064304
270,kelibia,36.8476,11.0939,18.140000000000043,55,29,5.14,TN,1699064305
271,kroonstad,-27.6504,27.2349,16.52000000000004,54,100,3.77,ZA,1699064305
272,sitka,57.0531,-135.33,8.939999999999998,93,100,1.54,US,1699064306
273,polyarnyy,69.1989,33.4478,-9.669999999999959,95,54,2.29,RU,1699064307
274,saint-pierre,-21.3393,55.4781,23.650000000000034,94,100,1.54,RE,1699064307
275,sinabang,2.4803,96.3801,26.78000000000003,80,100,1.44,ID,1699064308
276,pandan,14.0453,124.1694,29.560000000000002,74,53,3.75,PH,1699064309
277,vacha,55.8008,42.7706,-0.25,94,5,2.37,RU,1699064310
278,fortuna,40.5982,-124.1573,18.510000000000048,93,75,0.0,US,1699064192
279,mongo,12.1844,18.693,26.730000000000018,56,100,1.08,TD,1699064313
280,tulun,54.5611,100.5792,-9.639999999999986,84,76,2.63,RU,1699064314
281,shanhecun,44.7,127.2,0.37999999999999545,27,67,3.59,CN,1699064314
282,tazovsky,67.4667,78.7,-6.919999999999959,93,100,7.58,RU,1699064315
283,mejit,10.2753,170.8646,28.07000000000005,77,52,9.11,MH,1699064316
284,waingapu,-9.6567,120.2641,31.689999999999998,50,18,5.25,ID,1699064317
285,wailua homesteads,22.0669,-159.378,29.24000000000001,63,0,6.69,US,1699064317
286,cannonvale,-20.2833,148.7,26.660000000000025,62,58,3.92,AU,1699064318
287,lensk,60.7253,114.9278,-14.729999999999961,83,99,4.07,RU,1699064319
288,kerikeri,-35.2268,173.9474,22.730000000000018,72,6,0.45,NZ,1699064320
289,severo-yeniseyskiy,60.3725,93.0408,-11.349999999999966,89,100,4.02,RU,1699064321
290,port mathurin,-19.6833,63.4167,24.77000000000004,75,49,6.33,MU,1699064323
291,pemangkat,1.1667,108.9667,28.05000000000001,72,32,1.67,ID,1699064323
292,keflavik,64.0049,-22.5624,4.240000000000009,75,0,7.72,IS,1699064324
293,yevlakh,40.6183,47.1501,19.379999999999995,53,100,4.1,AZ,1699064325
294,ubari,26.5921,12.7805,21.80000000000001,25,0,4.47,LY,1699064326
295,vicuna mackenna,-33.9197,-64.3922,12.160000000000025,47,0,2.0,AR,1699064327
296,touros,-5.1989,-35.4608,25.890000000000043,82,43,4.84,BR,1699064327
297,egilsstadir,65.2653,-14.3948,2.9500000000000455,93,100,8.23,IS,1699064328
298,grand falls-windsor,48.9332,-55.6649,0.8400000000000318,90,91,2.96,CA,1699064270
299,pacific grove,36.6177,-121.9166,19.25,61,0,0.45,US,1699064329
300,lionel town,17.8101,-77.2406,27.939999999999998,88,18,4.93,JM,1699064330
301,kavaratti,10.5669,72.642,27.160000000000025,78,85,0.53,IN,1699064331
302,el calafate,-50.3408,-72.2768,8.0,67,100,0.99,AR,1699064332
303,lichinga,-13.3128,35.2406,15.050000000000011,88,0,3.6,MZ,1699064332
304,anori,-3.7728,-61.6442,28.99000000000001,49,98,1.18,BR,1699064333
305,mafeteng,-29.823,27.2374,16.879999999999995,47,100,2.77,LS,1699064334
306,saipan,15.1355,145.701,29.390000000000043,79,75,7.2,MP,1699064335
307,klyuchi,52.2667,79.1667,-2.7299999999999613,74,100,5.92,RU,1699064335
308,natal,-5.795,-35.2094,27.360000000000014,78,40,4.63,BR,1699064133
309,turbat,26.0023,63.044,23.980000000000018,52,0,0.61,PK,1699064337
310,padampur,29.6833,73.6167,22.150000000000034,36,19,2.22,IN,1699064337
311,bodo,67.28,14.405,1.0200000000000387,55,0,13.38,NO,1699064338
312,praia da vitoria,38.7333,-27.0667,18.140000000000043,68,75,11.13,PT,1699064339
313,selfoss,63.9331,-20.9971,1.32000000000005,65,100,6.15,IS,1699064340
314,nishinoomote,30.7333,131.0,25.310000000000002,57,40,3.6,JP,1699064341
315,mananjary,-21.2167,48.3333,20.80000000000001,89,100,3.24,MG,1699064341
316,chifeng,42.2683,118.9636,3.4500000000000455,42,5,1.29,CN,1699064342
317,sao vicente,-23.9631,-46.3919,26.82000000000005,26,100,0.45,BR,1699064343
318,kourou,5.1552,-52.6478,28.03000000000003,91,66,3.11,GF,1699064343
319,ola,59.5833,151.2833,0.08000000000004093,82,100,13.7,RU,1699064344
320,glace bay,46.1969,-59.957,7.770000000000039,93,100,4.63,CA,1699064345
321,menongue,-14.6585,17.691,19.890000000000043,66,90,1.78,AO,1699064346
322,palmas,-10.2128,-48.3603,26.930000000000007,83,20,1.54,BR,1699064136
323,sao gabriel da cachoeira,-0.1303,-67.0892,25.410000000000025,84,100,0.66,BR,1699064347
324,verkh-tula,54.8839,82.7762,-8.120000000000005,79,0,5.0,RU,1699064348
325,daxi,24.8837,121.2904,30.230000000000018,67,0,1.17,TW,1699064348
